[2026-06-17 15:26:20] PROTO: TCP | SRC: 185.220.101.4:3389 -> DST: 192.168.1.1:443 | LEN: 1222 | FLAGS: A
[2026-06-17 15:28:14] PROTO: DNS | SRC: 10.0.0.4:46578 -> DST: 8.8.4.4:53 | LEN: 391 | FLAGS: 
[2026-06-17 15:28:14] PROTO: TCP | SRC: 192.168.1.15:22 -> DST: 192.168.1.100:23 | LEN: 926 | FLAGS: A
[2026-06-17 15:28:15] PROTO: DNS | SRC: 10.0.0.4:13503 -> DST: 10.0.0.254:53 | LEN: 105 | FLAGS: 
[2026-06-17 15:28:15] PROTO: DNS | SRC: 185.220.101.4:32504 -> DST: 192.168.1.1:53 | LEN: 1496 | FLAGS: 
[2026-06-17 15:28:15] PROTO: DNS | SRC: 192.168.1.10:7079 -> DST: 10.0.0.254:53 | LEN: 1174 | FLAGS: 
[2026-06-17 15:28:16] PROTO: TCP | SRC: 10.0.0.12:23 -> DST: 192.168.1.1:22 | LEN: 523 | FLAGS: S
[2026-06-17 15:28:16] PROTO: ICMP | SRC: 8.8.8.8:None -> DST: 192.168.1.100:None | LEN: 120 | FLAGS: 
[2026-06-17 15:28:16] PROTO: DNS | SRC: 172.16.5.25:32606 -> DST: 8.8.4.4:53 | LEN: 894 | FLAGS: 
[2026-06-17 15:28:17] PROTO: ICMP | SRC: 8.8.8.8:None -> DST: 192.168.1.100:None | LEN: 70 | FLAGS: 
[2026-06-17 15:28:17] PROTO: ARP | SRC: 192.168.1.15:None -> DST: 192.168.1.100:None | LEN: 1095 | FLAGS: 
[2026-06-17 15:28:17] PROTO: ARP | SRC: 10.0.0.12:None -> DST: 192.168.1.100:None | LEN: 1245 | FLAGS: 
[2026-06-17 15:28:18] PROTO: ARP | SRC: 10.0.0.4:None -> DST: 8.8.4.4:None | LEN: 190 | FLAGS: 
[2026-06-17 15:28:18] PROTO: DNS | SRC: 172.16.5.25:29765 -> DST: 8.8.4.4:53 | LEN: 1309 | FLAGS: 
[2026-06-17 15:28:18] PROTO: UDP | SRC: 10.0.0.12:445 -> DST: 192.168.1.100:445 | LEN: 849 | FLAGS: 
[2026-06-17 15:28:19] PROTO: TCP | SRC: 185.220.101.4:8080 -> DST: 192.168.1.1:23 | LEN: 1032 | FLAGS: A
[2026-06-17 15:28:19] PROTO: ARP | SRC: 185.220.101.4:None -> DST: 192.168.1.1:None | LEN: 1082 | FLAGS: 
[2026-06-17 15:28:19] PROTO: TCP | SRC: 192.168.1.10:23 -> DST: 10.0.0.254:8080 | LEN: 980 | FLAGS: A
[2026-06-17 15:28:19] PROTO: ICMP | SRC: 10.0.0.4:None -> DST: 192.168.1.1:None | LEN: 834 | FLAGS: 
[2026-06-17 15:28:20] PROTO: DNS | SRC: 8.8.8.8:31977 -> DST: 192.168.1.1:53 | LEN: 310 | FLAGS: 
[2026-06-17 15:28:20] PROTO: UDP | SRC: 185.220.101.4:8080 -> DST: 10.0.0.254:445 | LEN: 797 | FLAGS: 
[2026-06-17 15:28:20] PROTO: DNS | SRC: 10.0.0.12:51517 -> DST: 192.168.1.1:53 | LEN: 692 | FLAGS: 
[2026-06-17 15:28:21] PROTO: ARP | SRC: 10.0.0.4:None -> DST: 10.0.0.1:None | LEN: 624 | FLAGS: 
[2026-06-17 15:28:21] PROTO: TCP | SRC: 192.168.1.15:12345 -> DST: 192.168.1.1:12345 | LEN: 282 | FLAGS: A
[2026-06-17 15:28:22] PROTO: ICMP | SRC: 172.16.5.25:None -> DST: 10.0.0.254:None | LEN: 605 | FLAGS: 
[2026-06-17 15:28:22] PROTO: DNS | SRC: 185.220.101.4:11614 -> DST: 8.8.4.4:53 | LEN: 232 | FLAGS: 
[2026-06-17 15:28:22] PROTO: UDP | SRC: 10.0.0.4:22 -> DST: 192.168.1.1:3389 | LEN: 51 | FLAGS: 
[2026-06-17 15:28:23] PROTO: TCP | SRC: 10.0.0.4:8080 -> DST: 10.0.0.254:443 | LEN: 339 | FLAGS: A
[2026-06-17 15:28:23] PROTO: ARP | SRC: 185.220.101.4:None -> DST: 8.8.4.4:None | LEN: 1349 | FLAGS: 
[2026-06-17 15:28:23] PROTO: TCP | SRC: 172.16.5.25:23 -> DST: 10.0.0.254:3389 | LEN: 798 | FLAGS: S
[2026-06-17 15:28:24] PROTO: TCP | SRC: 192.168.1.15:445 -> DST: 10.0.0.1:23 | LEN: 554 | FLAGS: A
[2026-06-17 15:28:24] PROTO: TCP | SRC: 185.220.101.4:12345 -> DST: 8.8.4.4:12345 | LEN: 888 | FLAGS: S
[2026-06-17 15:28:24] PROTO: UDP | SRC: 172.16.5.25:8080 -> DST: 192.168.1.1:22 | LEN: 111 | FLAGS: 
[2026-06-17 15:28:24] PROTO: UDP | SRC: 172.16.5.25:445 -> DST: 10.0.0.1:23 | LEN: 562 | FLAGS: 
[2026-06-17 15:28:25] PROTO: ARP | SRC: 185.220.101.4:None -> DST: 192.168.1.100:None | LEN: 1430 | FLAGS: 
[2026-06-17 15:28:25] PROTO: ICMP | SRC: 10.0.0.12:None -> DST: 10.0.0.254:None | LEN: 1493 | FLAGS: 
[2026-06-17 15:28:26] PROTO: TCP | SRC: 192.168.1.15:80 -> DST: 192.168.1.1:22 | LEN: 1042 | FLAGS: A
[2026-06-17 15:28:26] PROTO: TCP | SRC: 192.168.1.10:445 -> DST: 10.0.0.1:23 | LEN: 1243 | FLAGS: A
[2026-06-17 15:28:26] PROTO: TCP | SRC: 172.16.5.25:22 -> DST: 10.0.0.1:445 | LEN: 1151 | FLAGS: A
[2026-06-17 15:28:27] PROTO: ARP | SRC: 8.8.8.8:None -> DST: 10.0.0.254:None | LEN: 1302 | FLAGS: 
[2026-06-17 15:28:27] PROTO: ARP | SRC: 10.0.0.12:None -> DST: 192.168.1.100:None | LEN: 173 | FLAGS: 
[2026-06-17 15:28:28] PROTO: ARP | SRC: 185.220.101.4:None -> DST: 8.8.4.4:None | LEN: 1062 | FLAGS: 
[2026-06-17 15:28:28] PROTO: UDP | SRC: 10.0.0.4:443 -> DST: 192.168.1.100:23 | LEN: 195 | FLAGS: 
[2026-06-17 15:28:28] PROTO: DNS | SRC: 172.16.5.25:42844 -> DST: 10.0.0.1:53 | LEN: 460 | FLAGS: 
[2026-06-17 15:28:29] PROTO: ARP | SRC: 192.168.1.15:None -> DST: 192.168.1.100:None | LEN: 550 | FLAGS: 
[2026-06-17 15:28:29] PROTO: TCP | SRC: 8.8.8.8:80 -> DST: 10.0.0.254:3389 | LEN: 47 | FLAGS: S
[2026-06-17 15:28:29] PROTO: DNS | SRC: 192.168.1.15:7283 -> DST: 192.168.1.1:53 | LEN: 234 | FLAGS: 
[2026-06-17 15:28:29] PROTO: ARP | SRC: 185.220.101.4:None -> DST: 10.0.0.254:None | LEN: 166 | FLAGS: 
[2026-06-17 15:28:30] PROTO: UDP | SRC: 10.0.0.12:22 -> DST: 10.0.0.1:445 | LEN: 1296 | FLAGS: 
[2026-06-17 15:28:30] PROTO: UDP | SRC: 10.0.0.4:21 -> DST: 10.0.0.254:3389 | LEN: 1461 | FLAGS: 
[2026-06-17 15:28:30] PROTO: UDP | SRC: 8.8.8.8:22 -> DST: 192.168.1.1:23 | LEN: 320 | FLAGS: 
[2026-06-17 15:28:31] PROTO: TCP | SRC: 185.220.101.4:443 -> DST: 192.168.1.1:8080 | LEN: 950 | FLAGS: S
[2026-06-17 15:28:31] PROTO: ICMP | SRC: 185.220.101.4:None -> DST: 8.8.4.4:None | LEN: 778 | FLAGS: 
[2026-06-17 15:28:32] PROTO: TCP | SRC: 192.168.1.15:3265 -> DST: 8.8.4.4:1000 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:32] PROTO: TCP | SRC: 192.168.1.15:5994 -> DST: 8.8.4.4:1001 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:32] PROTO: TCP | SRC: 192.168.1.15:63854 -> DST: 8.8.4.4:1002 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:32] PROTO: TCP | SRC: 192.168.1.15:32422 -> DST: 8.8.4.4:1003 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:32] PROTO: TCP | SRC: 192.168.1.15:5152 -> DST: 8.8.4.4:1004 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:32] PROTO: TCP | SRC: 192.168.1.15:12061 -> DST: 8.8.4.4:1005 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:32] PROTO: TCP | SRC: 192.168.1.15:58299 -> DST: 8.8.4.4:1006 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:32] PROTO: TCP | SRC: 192.168.1.15:43137 -> DST: 8.8.4.4:1007 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:32] PROTO: TCP | SRC: 192.168.1.15:40402 -> DST: 8.8.4.4:1008 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:32] PROTO: TCP | SRC: 192.168.1.15:65358 -> DST: 8.8.4.4:1009 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:32] PROTO: TCP | SRC: 192.168.1.15:26511 -> DST: 8.8.4.4:1010 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:32] PROTO: TCP | SRC: 192.168.1.15:47415 -> DST: 8.8.4.4:1011 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:32] PROTO: TCP | SRC: 192.168.1.15:39464 -> DST: 8.8.4.4:1012 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:32] PROTO: TCP | SRC: 192.168.1.15:7173 -> DST: 8.8.4.4:1013 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:32] PROTO: TCP | SRC: 192.168.1.15:29361 -> DST: 8.8.4.4:1014 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:32] PROTO: TCP | SRC: 192.168.1.15:47270 -> DST: 8.8.4.4:1015 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:32] PROTO: TCP | SRC: 192.168.1.15:24818 -> DST: 8.8.4.4:1016 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:33] PROTO: TCP | SRC: 192.168.1.15:20616 -> DST: 8.8.4.4:1017 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:33] PROTO: TCP | SRC: 192.168.1.15:36825 -> DST: 8.8.4.4:1018 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:33] PROTO: TCP | SRC: 192.168.1.15:31949 -> DST: 8.8.4.4:1019 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:33] PROTO: TCP | SRC: 192.168.1.15:39307 -> DST: 8.8.4.4:1020 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:33] PROTO: TCP | SRC: 192.168.1.15:35014 -> DST: 8.8.4.4:1021 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:33] PROTO: TCP | SRC: 192.168.1.15:52305 -> DST: 8.8.4.4:1022 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:33] PROTO: TCP | SRC: 192.168.1.15:1691 -> DST: 8.8.4.4:1023 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:33] PROTO: TCP | SRC: 192.168.1.15:15294 -> DST: 8.8.4.4:1024 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:33] PROTO: DNS | SRC: 172.16.5.25:51259 -> DST: 10.0.0.1:53 | LEN: 190 | FLAGS: 
[2026-06-17 15:28:34] PROTO: DNS | SRC: 10.0.0.12:40029 -> DST: 10.0.0.254:53 | LEN: 1034 | FLAGS: 
[2026-06-17 15:28:34] PROTO: ICMP | SRC: 185.220.101.4:None -> DST: 192.168.1.1:None | LEN: 1283 | FLAGS: 
[2026-06-17 15:28:34] PROTO: UDP | SRC: 192.168.1.15:12345 -> DST: 192.168.1.1:22 | LEN: 687 | FLAGS: 
[2026-06-17 15:28:35] PROTO: ARP | SRC: 10.0.0.12:None -> DST: 10.0.0.1:None | LEN: 1186 | FLAGS: 
[2026-06-17 15:28:35] PROTO: UDP | SRC: 8.8.8.8:21 -> DST: 10.0.0.254:445 | LEN: 408 | FLAGS: 
[2026-06-17 15:28:35] PROTO: ICMP | SRC: 192.168.1.15:None -> DST: 192.168.1.1:None | LEN: 295 | FLAGS: 
[2026-06-17 15:28:36] PROTO: DNS | SRC: 10.0.0.12:64421 -> DST: 192.168.1.1:53 | LEN: 971 | FLAGS: 
[2026-06-17 15:28:36] PROTO: UDP | SRC: 192.168.1.10:80 -> DST: 192.168.1.1:443 | LEN: 1121 | FLAGS: 
[2026-06-17 15:28:36] PROTO: TCP | SRC: 172.16.5.25:23 -> DST: 8.8.4.4:443 | LEN: 390 | FLAGS: A
[2026-06-17 15:28:36] PROTO: ARP | SRC: 185.220.101.4:None -> DST: 192.168.1.100:None | LEN: 1000 | FLAGS: 
[2026-06-17 15:28:36] PROTO: ICMP | SRC: 192.168.1.15:None -> DST: 10.0.0.1:None | LEN: 746 | FLAGS: 
[2026-06-17 15:28:37] PROTO: TCP | SRC: 192.168.1.15:23 -> DST: 10.0.0.254:443 | LEN: 427 | FLAGS: A
[2026-06-17 15:28:37] PROTO: DNS | SRC: 10.0.0.12:64238 -> DST: 192.168.1.1:53 | LEN: 314 | FLAGS: 
[2026-06-17 15:28:37] PROTO: UDP | SRC: 172.16.5.25:80 -> DST: 192.168.1.1:22 | LEN: 1256 | FLAGS: 
[2026-06-17 15:28:38] PROTO: ARP | SRC: 172.16.5.25:None -> DST: 192.168.1.100:None | LEN: 490 | FLAGS: 
[2026-06-17 15:28:38] PROTO: UDP | SRC: 8.8.8.8:80 -> DST: 192.168.1.100:12345 | LEN: 1494 | FLAGS: 
[2026-06-17 15:28:39] PROTO: UDP | SRC: 192.168.1.15:3389 -> DST: 8.8.4.4:23 | LEN: 838 | FLAGS: 
[2026-06-17 15:28:39] PROTO: ARP | SRC: 10.0.0.4:None -> DST: 10.0.0.1:None | LEN: 394 | FLAGS: 
[2026-06-17 15:28:39] PROTO: DNS | SRC: 10.0.0.12:1305 -> DST: 10.0.0.254:53 | LEN: 416 | FLAGS: 
[2026-06-17 15:28:40] PROTO: TCP | SRC: 10.0.0.12:443 -> DST: 10.0.0.1:12345 | LEN: 102 | FLAGS: A
[2026-06-17 15:28:40] PROTO: DNS | SRC: 10.0.0.4:55549 -> DST: 192.168.1.100:53 | LEN: 190 | FLAGS: 
[2026-06-17 15:28:41] PROTO: UDP | SRC: 10.0.0.4:445 -> DST: 10.0.0.1:80 | LEN: 913 | FLAGS: 
[2026-06-17 15:28:41] PROTO: UDP | SRC: 192.168.1.10:443 -> DST: 192.168.1.100:53 | LEN: 935 | FLAGS: 
[2026-06-17 15:28:41] PROTO: ARP | SRC: 8.8.8.8:None -> DST: 10.0.0.1:None | LEN: 769 | FLAGS: 
[2026-06-17 15:28:42] PROTO: UDP | SRC: 10.0.0.4:53 -> DST: 8.8.4.4:22 | LEN: 128 | FLAGS: 
[2026-06-17 15:28:42] PROTO: DNS | SRC: 10.0.0.4:55718 -> DST: 8.8.4.4:53 | LEN: 1105 | FLAGS: 
[2026-06-17 15:28:42] PROTO: UDP | SRC: 8.8.8.8:23 -> DST: 10.0.0.1:80 | LEN: 791 | FLAGS: 
[2026-06-17 15:28:43] PROTO: ARP | SRC: 10.0.0.4:None -> DST: 8.8.4.4:None | LEN: 1496 | FLAGS: 
[2026-06-17 15:28:43] PROTO: TCP | SRC: 10.0.0.12:12345 -> DST: 192.168.1.1:23 | LEN: 764 | FLAGS: A
[2026-06-17 15:28:43] PROTO: UDP | SRC: 8.8.8.8:22 -> DST: 10.0.0.1:8080 | LEN: 1304 | FLAGS: 
[2026-06-17 15:28:44] PROTO: UDP | SRC: 10.0.0.4:3389 -> DST: 10.0.0.1:21 | LEN: 717 | FLAGS: 
[2026-06-17 15:28:44] PROTO: UDP | SRC: 8.8.8.8:53 -> DST: 10.0.0.1:445 | LEN: 1176 | FLAGS: 
[2026-06-17 15:28:45] PROTO: TCP | SRC: 185.220.101.4:22 -> DST: 10.0.0.1:445 | LEN: 974 | FLAGS: S
[2026-06-17 15:28:45] PROTO: ICMP | SRC: 10.0.0.4:None -> DST: 192.168.1.100:None | LEN: 123 | FLAGS: 
[2026-06-17 15:28:45] PROTO: UDP | SRC: 8.8.8.8:445 -> DST: 10.0.0.1:3389 | LEN: 634 | FLAGS: 
[2026-06-17 15:28:46] PROTO: DNS | SRC: 8.8.8.8:48124 -> DST: 10.0.0.254:53 | LEN: 477 | FLAGS: 
[2026-06-17 15:28:46] PROTO: TCP | SRC: 185.220.101.4:8080 -> DST: 192.168.1.1:3389 | LEN: 147 | FLAGS: A
[2026-06-17 15:28:46] PROTO: UDP | SRC: 192.168.1.10:22 -> DST: 10.0.0.254:80 | LEN: 480 | FLAGS: 
[2026-06-17 15:28:47] PROTO: ICMP | SRC: 192.168.1.15:None -> DST: 8.8.4.4:None | LEN: 74 | FLAGS: 
[2026-06-17 15:28:47] PROTO: ICMP | SRC: 192.168.1.15:None -> DST: 8.8.4.4:None | LEN: 74 | FLAGS: 
[2026-06-17 15:28:47] PROTO: ICMP | SRC: 192.168.1.15:None -> DST: 8.8.4.4:None | LEN: 74 | FLAGS: 
[2026-06-17 15:28:47] PROTO: ICMP | SRC: 192.168.1.15:None -> DST: 8.8.4.4:None | LEN: 74 | FLAGS: 
[2026-06-17 15:28:47] PROTO: ICMP | SRC: 192.168.1.15:None -> DST: 8.8.4.4:None | LEN: 74 | FLAGS: 
[2026-06-17 15:28:47] PROTO: ICMP | SRC: 192.168.1.15:None -> DST: 8.8.4.4:None | LEN: 74 | FLAGS: 
[2026-06-17 15:28:47] PROTO: ICMP | SRC: 192.168.1.15:None -> DST: 8.8.4.4:None | LEN: 74 | FLAGS: 
[2026-06-17 15:28:47] PROTO: ICMP | SRC: 192.168.1.15:None -> DST: 8.8.4.4:None | LEN: 74 | FLAGS: 
[2026-06-17 15:28:47] PROTO: ICMP | SRC: 192.168.1.15:None -> DST: 8.8.4.4:None | LEN: 74 | FLAGS: 
[2026-06-17 15:28:47] PROTO: ICMP | SRC: 192.168.1.15:None -> DST: 8.8.4.4:None | LEN: 74 | FLAGS: 
[2026-06-17 15:28:47] PROTO: ICMP | SRC: 192.168.1.15:None -> DST: 8.8.4.4:None | LEN: 74 | FLAGS: 
[2026-06-17 15:28:47] PROTO: ICMP | SRC: 192.168.1.15:None -> DST: 8.8.4.4:None | LEN: 74 | FLAGS: 
[2026-06-17 15:28:47] PROTO: ICMP | SRC: 192.168.1.15:None -> DST: 8.8.4.4:None | LEN: 74 | FLAGS: 
[2026-06-17 15:28:47] PROTO: ICMP | SRC: 192.168.1.15:None -> DST: 8.8.4.4:None | LEN: 74 | FLAGS: 
[2026-06-17 15:28:47] PROTO: ICMP | SRC: 192.168.1.15:None -> DST: 8.8.4.4:None | LEN: 74 | FLAGS: 
[2026-06-17 15:28:47] PROTO: ICMP | SRC: 192.168.1.15:None -> DST: 8.8.4.4:None | LEN: 74 | FLAGS: 
[2026-06-17 15:28:47] PROTO: ICMP | SRC: 192.168.1.15:None -> DST: 8.8.4.4:None | LEN: 74 | FLAGS: 
[2026-06-17 15:28:47] PROTO: ICMP | SRC: 192.168.1.15:None -> DST: 8.8.4.4:None | LEN: 74 | FLAGS: 
[2026-06-17 15:28:47] PROTO: ICMP | SRC: 192.168.1.15:None -> DST: 8.8.4.4:None | LEN: 74 | FLAGS: 
[2026-06-17 15:28:47] PROTO: ICMP | SRC: 192.168.1.15:None -> DST: 8.8.4.4:None | LEN: 74 | FLAGS: 
[2026-06-17 15:28:47] PROTO: ICMP | SRC: 192.168.1.15:None -> DST: 8.8.4.4:None | LEN: 74 | FLAGS: 
[2026-06-17 15:28:47] PROTO: ICMP | SRC: 192.168.1.15:None -> DST: 8.8.4.4:None | LEN: 74 | FLAGS: 
[2026-06-17 15:28:47] PROTO: ICMP | SRC: 192.168.1.15:None -> DST: 8.8.4.4:None | LEN: 74 | FLAGS: 
[2026-06-17 15:28:47] PROTO: ICMP | SRC: 192.168.1.15:None -> DST: 8.8.4.4:None | LEN: 74 | FLAGS: 
[2026-06-17 15:28:47] PROTO: ICMP | SRC: 192.168.1.15:None -> DST: 8.8.4.4:None | LEN: 74 | FLAGS: 
[2026-06-17 15:28:47] PROTO: ICMP | SRC: 192.168.1.15:None -> DST: 8.8.4.4:None | LEN: 74 | FLAGS: 
[2026-06-17 15:28:47] PROTO: ICMP | SRC: 192.168.1.15:None -> DST: 8.8.4.4:None | LEN: 74 | FLAGS: 
[2026-06-17 15:28:47] PROTO: ICMP | SRC: 192.168.1.15:None -> DST: 8.8.4.4:None | LEN: 74 | FLAGS: 
[2026-06-17 15:28:47] PROTO: ICMP | SRC: 192.168.1.15:None -> DST: 8.8.4.4:None | LEN: 74 | FLAGS: 
[2026-06-17 15:28:47] PROTO: ICMP | SRC: 192.168.1.15:None -> DST: 8.8.4.4:None | LEN: 74 | FLAGS: 
[2026-06-17 15:28:48] PROTO: TCP | SRC: 8.8.8.8:53 -> DST: 8.8.4.4:21 | LEN: 265 | FLAGS: A
[2026-06-17 15:28:48] PROTO: DNS | SRC: 192.168.1.10:42050 -> DST: 192.168.1.1:53 | LEN: 737 | FLAGS: 
[2026-06-17 15:28:48] PROTO: ICMP | SRC: 192.168.1.10:None -> DST: 10.0.0.254:None | LEN: 1275 | FLAGS: 
[2026-06-17 15:28:49] PROTO: ICMP | SRC: 192.168.1.10:None -> DST: 8.8.4.4:None | LEN: 630 | FLAGS: 
[2026-06-17 15:28:49] PROTO: TCP | SRC: 10.0.0.12:80 -> DST: 192.168.1.1:445 | LEN: 1001 | FLAGS: A
[2026-06-17 15:28:50] PROTO: ARP | SRC: 8.8.8.8:None -> DST: 192.168.1.1:None | LEN: 936 | FLAGS: 
[2026-06-17 15:28:50] PROTO: DNS | SRC: 10.0.0.12:25332 -> DST: 10.0.0.254:53 | LEN: 1292 | FLAGS: 
[2026-06-17 15:28:50] PROTO: ICMP | SRC: 185.220.101.4:None -> DST: 10.0.0.1:None | LEN: 855 | FLAGS: 
[2026-06-17 15:28:51] PROTO: ARP | SRC: 192.168.1.10:None -> DST: 10.0.0.1:None | LEN: 408 | FLAGS: 
[2026-06-17 15:28:51] PROTO: TCP | SRC: 192.168.1.15:53 -> DST: 192.168.1.100:445 | LEN: 826 | FLAGS: A
[2026-06-17 15:28:51] PROTO: ICMP | SRC: 10.0.0.12:None -> DST: 10.0.0.1:None | LEN: 1394 | FLAGS: 
[2026-06-17 15:28:51] PROTO: ICMP | SRC: 172.16.5.25:None -> DST: 192.168.1.100:None | LEN: 660 | FLAGS: 
[2026-06-17 15:28:52] PROTO: DNS | SRC: 192.168.1.15:35121 -> DST: 10.0.0.254:53 | LEN: 531 | FLAGS: 
[2026-06-17 15:28:52] PROTO: TCP | SRC: 8.8.8.8:21 -> DST: 10.0.0.1:3389 | LEN: 86 | FLAGS: A
[2026-06-17 15:28:52] PROTO: ARP | SRC: 10.0.0.12:None -> DST: 10.0.0.1:None | LEN: 539 | FLAGS: 
[2026-06-17 15:28:53] PROTO: DNS | SRC: 185.220.101.4:15457 -> DST: 10.0.0.254:53 | LEN: 759 | FLAGS: 
[2026-06-17 15:28:53] PROTO: UDP | SRC: 10.0.0.4:443 -> DST: 192.168.1.100:8080 | LEN: 390 | FLAGS: 
[2026-06-17 15:28:53] PROTO: DNS | SRC: 8.8.8.8:37854 -> DST: 192.168.1.1:53 | LEN: 747 | FLAGS: 
[2026-06-17 15:28:54] PROTO: TCP | SRC: 192.168.1.15:12345 -> DST: 192.168.1.1:22 | LEN: 570 | FLAGS: S
[2026-06-17 15:28:54] PROTO: TCP | SRC: 192.168.1.10:5876 -> DST: 192.168.1.1:1000 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:54] PROTO: TCP | SRC: 192.168.1.10:21464 -> DST: 192.168.1.1:1001 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:54] PROTO: TCP | SRC: 192.168.1.10:58074 -> DST: 192.168.1.1:1002 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:54] PROTO: TCP | SRC: 192.168.1.10:12780 -> DST: 192.168.1.1:1003 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:54] PROTO: TCP | SRC: 192.168.1.10:22747 -> DST: 192.168.1.1:1004 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:54] PROTO: TCP | SRC: 192.168.1.10:24835 -> DST: 192.168.1.1:1005 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:54] PROTO: TCP | SRC: 192.168.1.10:12335 -> DST: 192.168.1.1:1006 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:54] PROTO: TCP | SRC: 192.168.1.10:61851 -> DST: 192.168.1.1:1007 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:54] PROTO: TCP | SRC: 192.168.1.10:14398 -> DST: 192.168.1.1:1008 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:54] PROTO: TCP | SRC: 192.168.1.10:46636 -> DST: 192.168.1.1:1009 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:55] PROTO: TCP | SRC: 192.168.1.10:32208 -> DST: 192.168.1.1:1010 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:55] PROTO: TCP | SRC: 192.168.1.10:52286 -> DST: 192.168.1.1:1011 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:55] PROTO: TCP | SRC: 192.168.1.10:19534 -> DST: 192.168.1.1:1012 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:55] PROTO: TCP | SRC: 192.168.1.10:9504 -> DST: 192.168.1.1:1013 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:55] PROTO: TCP | SRC: 192.168.1.10:44393 -> DST: 192.168.1.1:1014 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:55] PROTO: TCP | SRC: 192.168.1.10:41383 -> DST: 192.168.1.1:1015 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:55] PROTO: TCP | SRC: 192.168.1.10:31487 -> DST: 192.168.1.1:1016 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:55] PROTO: TCP | SRC: 192.168.1.10:25597 -> DST: 192.168.1.1:1017 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:55] PROTO: TCP | SRC: 192.168.1.10:34751 -> DST: 192.168.1.1:1018 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:55] PROTO: TCP | SRC: 192.168.1.10:7269 -> DST: 192.168.1.1:1019 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:55] PROTO: TCP | SRC: 192.168.1.10:44639 -> DST: 192.168.1.1:1020 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:55] PROTO: TCP | SRC: 192.168.1.10:56952 -> DST: 192.168.1.1:1021 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:55] PROTO: TCP | SRC: 192.168.1.10:48264 -> DST: 192.168.1.1:1022 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:55] PROTO: TCP | SRC: 192.168.1.10:48280 -> DST: 192.168.1.1:1023 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:55] PROTO: TCP | SRC: 192.168.1.10:6425 -> DST: 192.168.1.1:1024 | LEN: 60 | FLAGS: S
[2026-06-17 15:28:56] PROTO: ICMP | SRC: 192.168.1.15:None -> DST: 8.8.4.4:None | LEN: 1383 | FLAGS: 
[2026-06-17 15:28:56] PROTO: ARP | SRC: 185.220.101.4:None -> DST: 192.168.1.100:None | LEN: 132 | FLAGS: 
[2026-06-17 15:28:57] PROTO: UDP | SRC: 185.220.101.4:8080 -> DST: 10.0.0.254:23 | LEN: 887 | FLAGS: 
[2026-06-17 15:28:57] PROTO: DNS | SRC: 10.0.0.4:39836 -> DST: 192.168.1.100:53 | LEN: 1294 | FLAGS: 
